# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Count (DOWNSTREAM)	Count (FRAME_SHIFT)	Count (INTRON)	Count (UPSTREAM)
ycgZ	ycgZ	mRNA	0	0	50	0	0	237	0	0	237	0	0	0	0	0	50	0	0	0	0
ychA	ychA	mRNA	0	0	50	0	0	810	0	0	810	0	0	0	0	0	50	0	0	0	0
ychE	ychE	mRNA	0	0	50	0	0	648	0	0	648	0	0	0	0	0	50	0	0	0	0
ychF	ychF	mRNA	0	0	50	0	0	1092	0	0	1092	0	0	0	0	0	50	0	0	0	0
ychH	ychH	mRNA	0	0	50	0	0	279	0	0	279	0	0	0	0	0	50	0	0	0	0
ychJ	ychJ	mRNA	0	0	50	0	0	459	0	0	459	0	0	0	0	0	50	0	0	0	0
ychM	ychM	mRNA	0	0	50	0	0	1680	0	0	1680	0	0	0	0	0	50	0	0	0	0
ychN	ychN	mRNA	0	0	50	0	0	354	0	0	354	0	0	0	0	0	50	0	0	0	0
ychO	ychO	mRNA	0	0	50	0	0	1395	0	0	1395	0	0	0	0	0	50	0	0	0	0
ychQ	ychQ	mRNA	0	0	50	0	0	393	0	0	393	0	0	0	0	0	50	0	0	0	0
yciA	yciA	mRNA	0	0	50	0	0	399	0	0	399	0	0	0	0	0	50	0	0	0	0
yciB	yciB	mRNA	0	0	50	0	0	540	0	0	540	0	0	0	0	0	50	0	0	0	0
yciC	yciC	mRNA	0	0	50	0	0	744	0	0	744	0	0	0	0	0	50	0	0	0	0
yciE	yciE	mRNA	0	0	50	0	0	507	0	0	507	0	0	0	0	0	50	0	0	0	0
yciF	yciF	mRNA	0	0	50	0	0	501	0	0	501	0	0	0	0	0	50	0	0	0	0
yciG	yciG	mRNA	0	0	50	0	0	180	0	0	180	0	0	0	0	0	50	0	0	0	0
yciH	yciH	mRNA	0	0	50	0	0	327	0	0	327	0	0	0	0	0	50	0	0	0	0
yciI	yciI	mRNA	0	0	50	0	0	297	0	0	297	0	0	0	0	0	50	0	0	0	0
yciK	yciK	mRNA	0	0	50	0	0	759	0	0	759	0	0	0	0	0	50	0	0	0	0
yciM	yciM	mRNA	0	0	50	0	0	1170	0	0	1170	0	0	0	0	0	50	0	0	0	0
yciN	yciN	mRNA	0	0	50	0	0	252	0	0	252	0	0	0	0	0	50	0	0	0	0
yciO	yciO	mRNA	0	0	50	0	0	621	0	0	621	0	0	0	1	0	50	0	0	0	1
yciQ	yciQ	mRNA	0	0	50	0	0	1896	0	0	1896	0	0	0	0	0	50	0	0	0	0
yciS	yciS	mRNA	0	0	50	0	0	309	0	0	309	0	0	0	0	0	50	0	0	0	0
yciT	yciT	mRNA	0	0	50	0	0	750	0	0	750	0	0	0	0	0	50	0	0	0	0
yciU	yciU	mRNA	0	0	50	0	0	330	0	0	330	0	0	0	0	0	50	0	0	0	0
yciV	yciV	mRNA	0	0	50	1	0	882	0	0	882	0	0	0	0	0	50	0	1	0	0
yciW	yciW	mRNA	0	0	50	0	0	1128	0	0	1128	0	0	0	0	0	50	0	0	0	0
yciX	yciX	mRNA	0	0	50	0	0	168	0	0	168	0	0	0	0	0	50	0	0	0	0
yciY	yciY	mRNA	0	0	50	0	0	174	0	0	174	0	0	0	0	0	50	0	0	0	0
yciZ	yciZ	mRNA	0	0	50	0	0	174	0	0	174	0	0	0	0	0	50	0	0	0	0
ycjD	ycjD	mRNA	0	0	50	0	0	354	0	0	354	0	0	0	0	0	50	0	0	0	0
ycjF	ycjF	mRNA	0	0	50	0	0	1062	0	0	1062	0	0	0	0	0	50	0	0	0	0
ycjG	ycjG	mRNA	0	0	50	0	0	966	0	0	966	0	0	0	0	0	50	0	0	0	0
ycjM	ycjM	mRNA	0	0	50	0	0	1680	0	0	1680	0	0	0	0	0	50	0	0	0	0
ycjN	ycjN	mRNA	0	0	50	0	0	1293	0	0	1293	0	0	0	0	0	50	0	0	0	0
ycjO	ycjO	mRNA	0	0	50	1	0	882	0	0	882	0	0	0	0	0	50	0	1	0	0
ycjP	ycjP	mRNA	0	0	50	0	0	843	0	0	843	0	0	0	0	0	50	0	0	0	0
ycjQ	ycjQ	mRNA	0	0	50	0	0	1053	0	0	1053	0	0	0	0	0	50	0	0	0	0
ycjR	ycjR	mRNA	0	0	50	0	0	789	0	0	789	0	0	0	0	0	50	0	0	0	0
ycjS	ycjS	mRNA	0	0	50	1	0	1056	0	0	1056	0	0	0	0	0	50	0	1	0	0
ycjT	ycjT	mRNA	0	0	50	0	0	2268	0	0	2268	0	0	0	0	0	50	0	0	0	0
ycjU	ycjU	mRNA	0	0	50	0	0	660	0	0	660	0	0	0	0	0	50	0	0	0	0
ycjW	ycjW	mRNA	0	0	50	0	0	999	0	0	999	0	0	0	0	0	50	0	0	0	0
ycjX	ycjX	mRNA	0	0	50	0	0	1398	0	0	1398	0	0	0	0	0	50	0	0	0	0
ycjY	ycjY	mRNA	0	0	50	0	0	921	0	0	921	0	0	0	0	0	50	0	0	0	0
ycjZ	ycjZ	mRNA	0	0	50	0	0	900	0	0	900	0	0	0	0	0	50	0	0	0	0
ydaC	ydaC	mRNA	0	0	50	0	0	210	0	0	210	0	0	0	0	0	50	0	0	0	0
ydaE	ydaE	mRNA	0	0	50	0	0	171	0	0	171	0	0	0	0	0	50	0	0	0	0
ydaF	ydaF	mRNA	0	0	50	0	0	156	0	0	156	0	0	0	0	0	50	0	0	0	0
ydaG	ydaG	mRNA	0	0	50	0	0	135	0	0	135	0	0	0	0	0	50	0	0	0	0
ydaL	ydaL	mRNA	0	0	50	0	0	564	0	0	564	0	0	0	0	0	50	0	0	0	0
ydaM	ydaM	mRNA	0	0	50	0	0	1233	0	0	1233	0	0	0	0	0	50	0	0	0	0
ydaN	ydaN	mRNA	0	0	50	0	0	984	0	0	984	0	0	0	0	0	50	0	0	0	0
ydaQ	ydaQ	mRNA	0	0	50	0	0	216	0	0	216	0	0	0	0	0	50	0	0	0	0
ydaS	ydaS	mRNA	0	0	50	0	0	297	0	0	297	0	0	0	0	0	50	0	0	0	0
ydaT	ydaT	mRNA	0	0	50	0	0	423	0	0	423	0	0	0	0	0	50	0	0	0	0
ydaU	ydaU	mRNA	0	0	50	0	0	858	0	0	858	0	0	0	0	0	50	0	0	0	0
ydaV	ydaV	mRNA	0	0	50	0	0	747	0	0	747	0	0	0	0	0	50	0	0	0	0
ydbC	ydbC	mRNA	0	0	50	0	0	861	0	0	861	0	0	0	0	0	50	0	0	0	0
ydbD	ydbD	mRNA	0	0	50	0	0	2307	0	0	2307	0	0	0	0	0	50	0	0	0	0
ydbH	ydbH	mRNA	0	0	50	0	0	2640	0	0	2640	0	0	0	0	0	50	0	0	0	0
ydbJ	ydbJ	mRNA	0	0	50	0	0	267	0	0	267	0	0	0	0	0	50	0	0	0	0
ydbK	ydbK	mRNA	1	0	50	0	0	3525	0	0	3525	0	0	0	0	0	50	1	0	0	0
ydbL	ydbL	mRNA	0	0	50	0	0	327	0	0	327	0	0	0	0	0	50	0	0	0	0
ydcA	ydcA	mRNA	0	0	50	0	0	174	0	0	174	0	0	0	0	0	50	0	0	0	0
ydcC	ydcC	mRNA	0	0	50	0	0	1137	0	0	1137	0	0	0	0	0	50	0	0	0	0
ydcD	ydcD	mRNA	0	0	50	0	0	483	0	0	483	0	0	0	0	0	50	0	0	0	0
ydcF	ydcF	mRNA	0	0	50	0	0	801	0	0	801	0	0	0	0	0	50	0	0	0	0
ydcH	ydcH	mRNA	0	0	50	0	0	225	0	0	225	0	0	0	0	0	50	0	0	0	0
ydcI	ydcI	mRNA	0	0	50	0	0	924	0	0	924	0	0	0	0	0	50	0	0	0	0
ydcJ	ydcJ	mRNA	0	0	50	0	0	1344	0	0	1344	0	0	0	0	0	50	0	0	0	0
ydcK	ydcK	mRNA	0	0	50	0	0	981	0	0	981	0	0	0	0	0	50	0	0	0	0
ydcL	ydcL	mRNA	0	0	50	0	0	669	0	0	669	0	0	0	0	0	50	0	0	0	0
ydcN	ydcN	mRNA	0	0	50	0	0	537	0	0	537	0	0	0	0	0	50	0	0	0	0
ydcO	ydcO	mRNA	0	0	50	1	0	1176	0	0	1176	0	0	0	0	0	50	0	1	0	0
ydcP	ydcP	mRNA	0	0	50	1	0	1962	0	0	1962	0	0	0	0	0	50	0	1	0	0
ydcR	ydcR	mRNA	0	0	50	0	0	1407	0	0	1407	0	0	0	0	0	50	0	0	0	0
ydcS	ydcS	mRNA	0	0	50	0	0	1146	0	0	1146	0	0	0	0	0	50	0	0	0	0
ydcT	ydcT	mRNA	0	0	50	0	0	1014	0	0	1014	0	0	0	0	0	50	0	0	0	0
ydcU	ydcU	mRNA	0	0	50	0	0	942	0	0	942	0	0	0	0	0	50	0	0	0	0
ydcV	ydcV	mRNA	0	0	50	0	0	795	0	0	795	0	0	0	0	0	50	0	0	0	0
ydcX	ydcX	mRNA	0	0	50	0	0	174	0	0	174	0	0	0	0	0	50	0	0	0	0
ydcY	ydcY	mRNA	0	0	50	0	0	234	0	0	234	0	0	0	0	0	50	0	0	0	0
ydcZ	ydcZ	mRNA	0	0	50	0	0	450	0	0	450	0	0	0	0	0	50	0	0	0	0
yddA	yddA	mRNA	0	0	50	0	0	1686	0	0	1686	0	0	0	0	0	50	0	0	0	0
yddB	yddB	mRNA	0	0	50	0	0	2373	0	0	2373	0	0	0	0	0	50	0	0	0	0
yddE	yddE	mRNA	0	0	50	0	0	894	0	0	894	0	0	0	0	0	50	0	0	0	0
yddG	yddG	mRNA	0	0	50	0	0	882	0	0	882	0	0	0	0	0	50	0	0	0	0
yddH	yddH	mRNA	0	0	50	0	0	570	0	0	570	0	0	0	0	0	50	0	0	0	0
yddJ	yddJ	mRNA	0	0	50	0	0	336	0	0	336	0	0	0	0	0	50	0	0	0	0
yddM	yddM	mRNA	0	0	50	0	0	285	0	0	285	0	0	0	0	0	50	0	0	0	0
yddW	yddW	mRNA	0	0	50	0	0	1320	0	0	1320	0	0	0	0	0	50	0	0	0	0
ydeA	ydeA	mRNA	0	0	50	0	0	1191	0	0	1191	0	0	0	0	0	50	0	0	0	0
ydeE	ydeE	mRNA	0	0	50	0	0	1188	0	0	1188	0	0	0	0	0	50	0	0	0	0
ydeH	ydeH	mRNA	0	0	50	0	0	891	0	0	891	0	0	0	0	0	50	0	0	0	0
ydeI	ydeI	mRNA	0	0	50	1	0	393	0	0	393	0	0	0	0	0	50	0	1	0	0
ydeJ	ydeJ	mRNA	0	0	50	0	0	519	0	0	519	0	0	0	0	0	50	0	0	0	0
ydeM	ydeM	mRNA	0	0	50	0	0	1158	0	0	1158	0	0	0	0	0	50	0	0	0	0
ydeN	ydeN	mRNA	0	0	50	0	0	1683	0	0	1683	0	0	0	0	0	50	0	0	0	0
ydeO	ydeO	mRNA	0	0	50	0	0	762	0	0	762	0	0	0	0	0	50	0	0	0	0
ydeP	ydeP	mRNA	0	0	50	1	0	2280	0	0	2280	0	0	0	0	0	50	0	1	0	0
ydeQ	ydeQ	mRNA	0	0	50	0	0	915	0	0	915	0	0	0	0	0	50	0	0	0	0
ydeR	ydeR	mRNA	0	0	50	0	0	504	0	0	504	0	0	0	0	0	50	0	0	0	0
ydeS	ydeS	mRNA	0	0	50	0	0	531	0	0	531	0	0	0	0	0	50	0	0	0	0
ydfA	ydfA	mRNA	0	0	50	0	0	156	0	0	156	0	0	0	0	0	50	0	0	0	0
ydfB	ydfB	mRNA	0	0	50	0	0	129	0	0	129	0	0	0	0	0	50	0	0	0	0
ydfC	ydfC	mRNA	0	0	50	0	0	219	0	0	219	0	0	0	0	0	50	0	0	0	0
ydfD	ydfD	mRNA	0	0	50	0	0	192	0	0	192	0	0	0	0	0	50	0	0	0	0
ydfG	ydfG	mRNA	0	0	50	0	0	747	0	0	747	0	0	0	0	0	50	0	0	0	0
ydfH	ydfH	mRNA	0	0	50	0	0	687	0	0	687	0	0	0	0	0	50	0	0	0	0
ydfI	ydfI	mRNA	0	0	50	0	0	1461	0	0	1461	0	0	0	0	0	50	0	0	0	0
ydfK	ydfK	mRNA	0	0	50	0	0	267	0	0	267	0	0	0	0	0	50	0	0	0	0
ydfO	ydfO	mRNA	0	0	50	0	0	411	0	0	411	0	0	0	0	0	50	0	0	0	0
ydfR	ydfR	mRNA	0	0	50	0	0	312	0	0	312	0	0	0	0	0	50	0	0	0	0
ydfU	ydfU	mRNA	0	0	50	0	0	1050	0	0	1050	0	0	0	0	0	50	0	0	0	0
ydfV	ydfV	mRNA	0	0	50	0	0	306	0	0	306	0	0	0	0	0	50	0	0	0	0
ydfZ	ydfZ	mRNA	0	0	50	0	0	204	0	0	204	0	0	0	0	0	50	0	0	0	0
ydgA	ydgA	mRNA	0	0	50	0	0	1509	0	0	1509	0	0	0	0	0	50	0	0	0	0
ydgC	ydgC	mRNA	0	0	50	0	0	336	0	0	336	0	0	0	0	0	50	0	0	0	0
ydgD	ydgD	mRNA	0	0	50	0	0	822	0	0	822	0	0	0	0	0	50	0	0	0	0
ydgH	ydgH	mRNA	0	0	50	0	0	945	0	0	945	0	0	0	0	0	50	0	0	0	0
ydgI	ydgI	mRNA	0	0	50	0	0	1383	0	0	1383	0	0	0	0	0	50	0	0	0	0
ydgJ	ydgJ	mRNA	0	0	50	0	0	1041	0	0	1041	0	0	0	0	0	50	0	0	0	0
ydgK	ydgK	mRNA	0	0	50	0	0	441	0	0	441	0	0	0	0	0	50	0	0	0	0
ydgU	ydgU	mRNA	0	0	50	0	0	84	0	0	84	0	0	0	0	0	50	0	0	0	0
ydhB	ydhB	mRNA	0	0	50	0	0	933	0	0	933	0	0	0	0	0	50	0	0	0	0
ydhC	ydhC	mRNA	0	0	50	0	0	1212	0	0	1212	0	0	0	0	0	50	0	0	0	0
ydhF	ydhF	mRNA	0	0	50	0	0	897	0	0	897	0	0	0	0	0	50	0	0	0	0
ydhI	ydhI	mRNA	0	0	50	0	0	237	0	0	237	0	0	0	2	0	50	0	0	0	2
ydhJ	ydhJ	mRNA	0	0	50	0	0	858	0	0	858	0	0	0	0	0	50	0	0	0	0
ydhK	ydhK	mRNA	0	0	50	0	0	2013	0	0	2013	0	0	0	0	0	50	0	0	0	0
ydhL	ydhL	mRNA	0	0	50	0	0	240	0	0	240	0	0	0	0	0	50	0	0	0	0
ydhO	ydhO	mRNA	0	0	50	0	0	816	0	0	816	0	0	0	0	0	50	0	0	0	0
ydhP	ydhP	mRNA	0	0	50	0	0	1170	0	0	1170	0	0	0	0	0	50	0	0	0	0
ydhQ	ydhQ	mRNA	0	0	50	0	0	1257	0	0	1257	0	0	0	0	0	50	0	0	0	0
ydhR	ydhR	mRNA	0	0	50	0	0	306	0	0	306	0	0	0	0	0	50	0	0	0	0
ydhS	ydhS	mRNA	0	0	50	0	0	1605	0	0	1605	0	0	0	0	0	50	0	0	0	0
ydhT	ydhT	mRNA	0	0	50	0	0	813	0	0	813	0	0	0	0	0	50	0	0	0	0
ydhU	ydhU	mRNA	0	0	50	0	0	786	0	0	786	0	0	0	0	0	50	0	0	0	0
ydhV	ydhV	mRNA	0	0	50	0	0	2103	0	0	2103	0	0	0	0	0	50	0	0	0	0
ydhW	ydhW	mRNA	0	0	50	0	0	648	0	0	648	0	0	0	0	0	50	0	0	0	0
ydhX	ydhX	mRNA	0	0	50	0	0	669	0	0	669	0	0	0	0	0	50	0	0	0	0
ydhY	ydhY	mRNA	0	0	50	0	0	627	0	0	627	0	0	0	0	0	50	0	0	0	0
ydhZ	ydhZ	mRNA	0	0	50	0	0	210	0	0	210	0	0	0	0	0	50	0	0	0	0
ydiB	ydiB	mRNA	0	0	50	0	0	867	0	0	867	0	0	0	0	0	50	0	0	0	0
ydiE	ydiE	mRNA	1	0	50	0	0	192	0	0	192	0	0	0	0	0	50	1	0	0	0
ydiF	ydiF	mRNA	0	0	50	0	0	1596	0	0	1596	0	0	0	0	0	50	0	0	0	0
ydiH	ydiH	mRNA	0	0	50	0	0	189	0	0	189	0	0	0	1	0	50	0	0	0	1
ydiI	ydiI	mRNA	0	0	50	0	0	411	0	0	411	0	0	0	0	0	50	0	0	0	0
ydiJ	ydiJ	mRNA	0	0	50	3	0	3057	0	0	3057	0	0	0	0	0	50	0	3	0	0
ydiK	ydiK	mRNA	0	0	50	0	0	1113	0	0	1113	0	0	0	0	0	50	0	0	0	0
ydiL	ydiL	mRNA	0	0	50	0	0	357	0	0	357	0	0	0	0	0	50	0	0	0	0
ydiM	ydiM	mRNA	0	0	50	0	0	1215	0	0	1215	0	0	0	0	0	50	0	0	0	0
ydiN	ydiN	mRNA	0	0	50	0	0	1266	0	0	1266	0	0	0	0	0	50	0	0	0	0
ydiO	ydiO	mRNA	0	0	50	0	0	1152	0	0	1152	0	0	0	0	0	50	0	0	0	0
ydiP	ydiP	mRNA	0	0	50	0	0	912	0	0	912	0	0	0	0	0	50	0	0	0	0
ydiQ	ydiQ	mRNA	0	0	50	0	0	765	0	0	765	0	0	0	0	0	50	0	0	0	0
ydiR	ydiR	mRNA	0	0	50	0	0	939	0	0	939	0	0	0	0	0	50	0	0	0	0
ydiS	ydiS	mRNA	0	0	50	0	0	1290	0	0	1290	0	0	0	0	0	50	0	0	0	0
ydiT	ydiT	mRNA	0	0	50	0	0	294	0	0	294	0	0	0	0	0	50	0	0	0	0
ydiU	ydiU	mRNA	0	0	50	1	0	1437	0	0	1437	0	0	0	0	0	50	0	1	0	0
ydiV	ydiV	mRNA	0	0	50	0	0	714	0	0	714	0	0	0	0	0	50	0	0	0	0
ydiY	ydiY	mRNA	0	0	50	0	0	759	0	0	759	0	0	0	0	0	50	0	0	0	0
ydiZ	ydiZ	mRNA	0	0	50	0	0	291	0	0	291	0	0	0	0	0	50	0	0	0	0
ydjA	ydjA	mRNA	0	0	50	0	0	552	0	0	552	0	0	0	0	0	50	0	0	0	0
ydjE	ydjE	mRNA	0	0	50	0	0	1359	0	0	1359	0	0	0	0	0	50	0	0	0	0
ydjF	ydjF	mRNA	0	0	50	0	0	759	0	0	759	0	0	0	0	0	50	0	0	0	0
ydjG	ydjG	mRNA	0	0	50	0	0	981	0	0	981	0	0	0	0	0	50	0	0	0	0
ydjH	ydjH	mRNA	0	0	50	0	0	948	0	0	948	0	0	0	0	0	50	0	0	0	0
ydjI	ydjI	mRNA	0	0	50	0	0	837	0	0	837	0	0	0	0	0	50	0	0	0	0
ydjJ	ydjJ	mRNA	0	0	50	0	0	1044	0	0	1044	0	0	0	0	0	50	0	0	0	0
ydjK	ydjK	mRNA	0	0	50	0	0	1380	0	0	1380	0	0	0	0	0	50	0	0	0	0
ydjL	ydjL	mRNA	0	0	50	0	0	1077	0	0	1077	0	0	0	0	0	50	0	0	0	0
ydjM	ydjM	mRNA	0	0	50	0	0	591	0	0	591	0	0	0	0	0	50	0	0	0	0
ydjN	ydjN	mRNA	0	0	50	1	0	1392	0	0	1392	0	0	0	0	0	50	0	1	0	0
ydjO	ydjO	mRNA	0	0	50	0	0	804	0	0	804	0	0	0	0	0	50	0	0	0	0
ydjX	ydjX	mRNA	0	0	50	0	0	711	0	0	711	0	0	0	0	0	50	0	0	0	0
ydjY	ydjY	mRNA	0	0	50	0	0	678	0	0	678	0	0	0	0	0	50	0	0	0	0
ydjZ	ydjZ	mRNA	0	0	50	0	0	708	0	0	708	0	0	0	0	0	50	0	0	0	0
yeaC	yeaC	mRNA	0	0	50	0	0	273	0	0	273	0	0	0	0	0	50	0	0	0	0
yeaD	yeaD	mRNA	0	0	50	0	0	885	0	0	885	0	0	0	0	0	50	0	0	0	0
yeaE	yeaE	mRNA	0	0	50	0	0	855	0	0	855	0	0	0	0	0	50	0	0	0	0
yeaG	yeaG	mRNA	0	0	50	0	0	1935	0	0	1935	0	0	0	0	0	50	0	0	0	0
yeaH	yeaH	mRNA	0	0	50	0	0	1284	0	0	1284	0	0	0	0	0	50	0	0	0	0
yeaI	yeaI	mRNA	0	0	50	0	0	1476	0	0	1476	0	0	0	0	0	50	0	0	0	0
yeaJ	yeaJ	mRNA	0	0	50	0	0	1491	0	0	1491	0	0	0	0	0	50	0	0	0	0
yeaK	yeaK	mRNA	0	0	50	0	0	504	0	0	504	0	0	0	0	0	50	0	0	0	0
yeaL	yeaL	mRNA	0	0	50	0	0	447	0	0	447	0	0	0	0	0	50	0	0	0	0
yeaM	yeaM	mRNA	0	0	50	0	0	822	0	0	822	0	0	0	0	0	50	0	0	0	0
yeaN	yeaN	mRNA	0	0	50	0	0	1182	0	0	1182	0	0	0	0	0	50	0	0	0	0
yeaO	yeaO	mRNA	0	0	50	0	0	348	0	0	348	0	0	0	0	0	50	0	0	0	0
yeaP	yeaP	mRNA	0	0	50	0	0	1026	0	0	1026	0	0	0	0	0	50	0	0	0	0
yeaQ	yeaQ	mRNA	0	0	50	0	0	249	0	0	249	0	0	0	0	0	50	0	0	0	0
yeaR	yeaR	mRNA	0	0	50	0	0	360	0	0	360	0	0	0	0	0	50	0	0	0	0
yeaV	yeaV	mRNA	0	0	50	0	0	1446	0	0	1446	0	0	0	0	0	50	0	0	0	0
yeaW	yeaW	mRNA	0	0	50	0	0	1125	0	0	1125	0	0	0	0	0	50	0	0	0	0
yeaX	yeaX	mRNA	0	0	50	0	0	966	0	0	966	0	0	0	0	0	50	0	0	0	0
yeaY	yeaY	mRNA	0	0	50	0	0	582	0	0	582	0	0	0	0	0	50	0	0	0	0
yeaZ	yeaZ	mRNA	0	0	50	0	0	696	0	0	696	0	0	0	0	0	50	0	0	0	0
yebA	yebA	mRNA	0	0	50	0	0	1323	0	0	1323	0	0	0	0	0	50	0	0	0	0
yebB	yebB	mRNA	0	0	50	0	0	603	0	0	603	0	0	0	0	0	50	0	0	0	0
yebC	yebC	mRNA	0	0	50	0	0	741	0	0	741	0	0	0	0	0	50	0	0	0	0
yebE	yebE	mRNA	0	0	50	0	0	660	0	0	660	0	0	0	0	0	50	0	0	0	0
yebF	yebF	mRNA	0	0	50	0	0	357	0	0	357	0	0	0	0	0	50	0	0	0	0
yebG	yebG	mRNA	0	0	50	0	0	291	0	0	291	0	0	0	0	0	50	0	0	0	0
yebK	yebK	mRNA	0	0	50	0	0	870	0	0	870	0	0	0	0	0	50	0	0	0	0
yebN	yebN	mRNA	0	0	50	0	0	567	0	0	567	0	0	0	0	0	50	0	0	0	0
yebO	yebO	mRNA	0	0	50	0	0	288	0	0	288	0	0	0	0	0	50	0	0	0	0
yebQ	yebQ	mRNA	0	0	50	0	0	1374	0	0	1374	0	0	0	0	0	50	0	0	0	0
yebR	yebR	mRNA	0	0	50	0	0	498	0	0	498	0	0	0	0	0	50	0	0	0	0
yebS	yebS	mRNA	0	0	50	0	0	1284	0	0	1284	0	0	0	0	0	50	0	0	0	0
yebT	yebT	mRNA	0	0	50	0	0	2634	0	0	2634	0	0	0	0	0	50	0	0	0	0
yebV	yebV	mRNA	0	0	50	0	0	237	0	0	237	0	0	0	0	0	50	0	0	0	0
yebW	yebW	mRNA	0	0	50	0	0	192	0	0	192	0	0	0	0	0	50	0	0	0	0
yebY	yebY	mRNA	0	0	50	0	0	342	0	0	342	0	0	0	0	0	50	0	0	0	0
yebZ	yebZ	mRNA	0	0	50	0	0	873	0	0	873	0	0	0	0	0	50	0	0	0	0
yecA	yecA	mRNA	0	0	50	0	0	666	0	0	666	0	0	0	0	0	50	0	0	0	0
yecC	yecC	mRNA	0	0	50	0	0	753	0	0	753	0	0	0	0	0	50	0	0	0	0
yecD	yecD	mRNA	0	0	50	0	0	567	0	0	567	0	0	0	0	0	50	0	0	0	0
yecE	yecE	mRNA	0	0	50	0	0	819	0	0	819	0	0	0	0	0	50	0	0	0	0
yecF	yecF	mRNA	0	0	50	0	0	225	0	0	225	0	0	0	0	0	50	0	0	0	0
yecH	yecH	mRNA	0	0	50	0	0	240	0	0	240	0	0	0	0	0	50	0	0	0	0
yecJ	yecJ	mRNA	0	0	50	0	0	252	0	0	252	0	0	0	0	0	50	0	0	0	0
yecM	yecM	mRNA	0	0	50	0	0	567	0	0	567	0	0	0	0	0	50	0	0	0	0
yecN	yecN	mRNA	1	0	50	0	0	396	0	0	396	0	0	0	0	0	50	1	0	0	0
yecR	yecR	mRNA	0	0	50	0	0	324	0	0	324	0	0	0	0	0	50	0	0	0	0
yecS	yecS	mRNA	0	0	50	0	0	669	0	0	669	0	0	0	0	0	50	0	0	0	0
yecT	yecT	mRNA	0	0	50	0	0	489	0	0	489	0	0	0	0	0	50	0	0	0	0
yedA	yedA	mRNA	0	0	50	0	0	921	0	0	921	0	0	0	0	0	50	0	0	0	0
yedD	yedD	mRNA	0	0	50	0	0	414	0	0	414	0	0	0	0	0	50	0	0	0	0
yedE	yedE	mRNA	0	0	50	0	0	1206	0	0	1206	0	0	0	0	0	50	0	0	0	0
yedF	yedF	mRNA	0	0	50	0	0	234	0	0	234	0	0	0	0	0	50	0	0	0	0
yedI	yedI	mRNA	0	0	50	1	0	918	0	0	918	0	0	0	0	0	50	0	1	0	0
yedJ	yedJ	mRNA	0	0	50	0	0	696	0	0	696	0	0	0	0	0	50	0	0	0	0
yedK	yedK	mRNA	0	0	50	0	0	669	0	0	669	0	0	0	0	0	50	0	0	0	0
yedL	yedL	mRNA	0	0	50	0	0	480	0	0	480	0	0	0	0	0	50	0	0	0	0
yedP	yedP	mRNA	0	0	50	0	0	816	0	0	816	0	0	0	0	0	50	0	0	0	0
yedQ	yedQ	mRNA	0	0	50	0	0	1695	0	0	1695	0	0	0	0	0	50	0	0	0	0
yedR	yedR	mRNA	0	0	50	0	0	366	0	0	366	0	0	0	0	0	50	0	0	0	0
yedV	yedV	mRNA	0	0	50	0	0	1359	0	0	1359	0	0	0	0	0	50	0	0	0	0
yedW	yedW	mRNA	0	0	50	0	0	672	0	0	672	0	0	0	0	0	50	0	0	0	0
yedY	yedY	mRNA	0	0	50	0	0	1005	0	0	1005	0	0	0	0	0	50	0	0	0	0
yedZ	yedZ	mRNA	0	0	50	0	0	636	0	0	636	0	0	0	0	0	50	0	0	0	0
yeeA	yeeA	mRNA	0	0	50	0	0	1059	0	0	1059	0	0	0	0	0	50	0	0	0	0
yeeD	yeeD	mRNA	0	0	50	0	0	228	0	0	228	0	0	0	0	0	50	0	0	0	0
yeeE	yeeE	mRNA	0	0	50	0	0	1059	0	0	1059	0	0	0	0	0	50	0	0	0	0
yeeF	yeeF	mRNA	0	0	50	0	0	1359	0	0	1359	0	0	0	0	0	50	0	0	0	0
yeeJ	yeeJ	mRNA	0	0	50	0	0	7077	0	0	7077	0	0	0	0	0	50	0	0	0	0
yeeN	yeeN	mRNA	0	0	50	0	0	717	0	0	717	0	0	0	0	0	50	0	0	0	0
yeeO	yeeO	mRNA	0	0	50	0	0	1488	0	0	1488	0	0	0	0	0	50	0	0	0	0
yeeR	yeeR	mRNA	0	0	50	0	0	1533	0	0	1533	0	0	0	0	0	50	0	0	0	0
yeeS	yeeS	mRNA	0	0	50	0	0	447	0	0	447	0	0	0	0	0	50	0	0	0	0
yeeT	yeeT	mRNA	0	0	50	0	0	222	0	0	222	0	0	0	0	0	50	0	0	0	0
yeeU	yeeU	mRNA	0	0	50	0	0	369	0	0	369	0	0	0	0	0	50	0	0	0	0
yeeV	yeeV	mRNA	0	0	50	0	0	375	0	0	375	0	0	0	0	0	50	0	0	0	0
yeeX	yeeX	mRNA	0	0	50	0	0	330	0	0	330	0	0	0	0	0	50	0	0	0	0
yeeY	yeeY	mRNA	0	0	50	0	0	930	0	0	930	0	0	0	0	0	50	0	0	0	0
